name,link,address,urls,score
СШ им.Айдаралиева,/profile:730/ssh-imaidaralieva/?from=bilim&place=list,"Таласская область, Таласский район c.Кепюре-Базар 722744 ул. Султан у. Камчыбек 112",https://bilim.akipress.org/profile:730/ssh-imaidaralieva/?from=bilim&place=list,105
СШ им.Айни,/profile:1120/ssh-imaini/?from=bilim&place=list,"Баткенская область, Кадамжайский район c.Уч-Коргон _________",https://bilim.akipress.org/profile:1120/ssh-imaini/?from=bilim&place=list,86
СШ им.Айтикеева,/profile:270/ssh-imaitikeeva/?from=bilim&place=list,"Ыссык-Кульская область, Тонский район c.Кель-Тер ул.Токтогула 5",https://bilim.akipress.org/profile:270/ssh-imaitikeeva/?from=bilim&place=list,97
СШ им.Айтманбетова,/profile:762/ssh-imaitmanbetova/?from=bilim&place=list,"Таласская область, Кара-Бууринский район c.Бейшеке 722717",https://bilim.akipress.org/profile:762/ssh-imaitmanbetova/?from=bilim&place=list,101.9
СШ им.Айтматова,/profile:2092/ssh-imaitmatova/?from=bilim&place=list,"Ошская область, Араванский район c.А.Анарова 715320",https://bilim.akipress.org/profile:2092/ssh-imaitmatova/?from=bilim&place=list,114
СШ им.Айтпаева,/profile:1038/ssh-imaitpaeva/?from=bilim&place=list,"Ыссык-Кульская область, Ак-Суйский район c.Каракол 722356 ул.Аманкулова 25",https://bilim.akipress.org/profile:1038/ssh-imaitpaeva/?from=bilim&place=list,101.9
СШ им.Ак Чабуу,/profile:1805/ssh-imak-chabuu/?from=bilim&place=list,"Ошская область, Ноокатский район c.Кенеш 715343 с.Ак-Чабы",https://bilim.akipress.org/profile:1805/ssh-imak-chabuu/?from=bilim&place=list,93.7
СШ им.Ак-Буура,/profile:1956/ssh-imakbuura/?from=bilim&place=list,"Ошская область, Карасууский район c.Телейкен (часть) 723511 с.Озгур",https://bilim.akipress.org/profile:1956/ssh-imakbuura/?from=bilim&place=list,84
СШ им.Ак-терек,/profile:1804/ssh-imakterek/?from=bilim&place=list,"Ошская область, Ноокатский район c.Кенеш 715347 с.Ак-Терек",https://bilim.akipress.org/profile:1804/ssh-imakterek/?from=bilim&place=list,нет
СШ им.Ак.Керимбаева,/profile:692/ssh-imakkerimbaeva/?from=bilim&place=list,"Чуйская область, Чуйский район c.Онбир-Джылга 724908 ул. Абытай 7",https://bilim.akipress.org/profile:692/ssh-imakkerimbaeva/?from=bilim&place=list,103.4
СШ им.Акназарова,/profile:959/ssh-imaknazarova/?from=bilim&place=list,"Нарынская область, Кочкорский район c.Чолпон 722817, ул. Шакиралы 20",https://bilim.akipress.org/profile:959/ssh-imaknazarova/?from=bilim&place=list,101.6
СШ им.Акназарова,/profile:203/ssh-imaknazarova/?from=bilim&place=list,"Джалал-Абадская область  , Чаткальский район c.Коргон-Сай ",https://bilim.akipress.org/profile:203/ssh-imaknazarova/?from=bilim&place=list,нет
СШ им.Акчалова,/profile:70/ssh-imakchalova/?from=bilim&place=list,"Таласская область, Бакай-Атинский район  нет",https://bilim.akipress.org/profile:70/ssh-imakchalova/?from=bilim&place=list,нет
СШ им.Акынбекова,/profile:787/ssh-imakynbekova/?from=bilim&place=list,"Таласская область, Бакай-Атинский район c.Озгерюш 723807 ул. Манаса 96",https://bilim.akipress.org/profile:787/ssh-imakynbekova/?from=bilim&place=list,107.2
СШ им.Алакова,/profile:263/ssh-imalakova/?from=bilim&place=list,"Ыссык-Кульская область, Тонский район c.Кара-Коо ул.Ажибаева 11",https://bilim.akipress.org/profile:263/ssh-imalakova/?from=bilim&place=list,99.2
СШ им.Алимбекова,/profile:2022/ssh-imalimbekova/?from=bilim&place=list,"Ошская область, Карасууский район c.Ак-Таш 715513 с.Жыл-Келди",https://bilim.akipress.org/profile:2022/ssh-imalimbekova/?from=bilim&place=list,нет
СШ им.Алтымышбаева,/profile:251/ssh-imaltymyshbaeva/?from=bilim&place=list,"Ыссык-Кульская область, Тонский район c.Боконбаево ул.Тойгонова 84",https://bilim.akipress.org/profile:251/ssh-imaltymyshbaeva/?from=bilim&place=list,106.4
СШ им.Алтын-казык,/profile:1813/ssh-imaltynkazyk/?from=bilim&place=list,"Ошская область, Ноокатский район c.Исанов 723406 с.Кунгой Кожоке",https://bilim.akipress.org/profile:1813/ssh-imaltynkazyk/?from=bilim&place=list,нет
СШ им.Алыкулова,/profile:1946/ssh-imalykulova/?from=bilim&place=list,"Ошская область, Карасууский район c.Папан 715350 с.Кызыл-Туу",https://bilim.akipress.org/profile:1946/ssh-imalykulova/?from=bilim&place=list,97.5
СШ им.Алыкулова,/profile:1464/ssh-imalykulova/?from=bilim&place=list,"Баткенская область, Кадамжайский район c.Ормош _________",https://bilim.akipress.org/profile:1464/ssh-imalykulova/?from=bilim&place=list,126.8
СШ им.Алышбаева,/profile:1045/ssh-imalyshbaeva/?from=bilim&place=list,"Ыссык-Кульская область, Ак-Суйский район c.Кереге-Таш ул. Асанбай №5",https://bilim.akipress.org/profile:1045/ssh-imalyshbaeva/?from=bilim&place=list,116.4
СШ им.Амир Темура,/profile:1140/ssh-imamir-temura/?from=bilim&place=list,"Баткенская область, Кадамжайский район c.Масалиев _________",https://bilim.akipress.org/profile:1140/ssh-imamir-temura/?from=bilim&place=list,107.3
СШ им.Амир Тимура,/profile:806/ssh-imamir-timura/?from=bilim&place=list,"Баткенская область, Лейлекский район г.Исфана _________",https://bilim.akipress.org/profile:806/ssh-imamir-timura/?from=bilim&place=list,нет
СШ им.Амур-Темура,/profile:1773/ssh-imamurtemura/?from=bilim&place=list,"Ошская область, Ноокатский район c.Джаны-Ноокат 715333 с.Жаны-Ноокат",https://bilim.akipress.org/profile:1773/ssh-imamurtemura/?from=bilim&place=list,91.8
СШ им.Арбына,/profile:1807/ssh-imarbyna/?from=bilim&place=list,"Ошская область, Ноокатский район c.Кенеш 715347 с.Арбын",https://bilim.akipress.org/profile:1807/ssh-imarbyna/?from=bilim&place=list,103.8
СШ им.Арстаке у.Абдылда,/profile:1103/ssh-imarstake-uabdylda/?from=bilim&place=list,"Ыссык-Кульская область, Джети-Огузский район c.Алкым 722416    ул.Осмон 32",https://bilim.akipress.org/profile:1103/ssh-imarstake-uabdylda/?from=bilim&place=list,102.8
СШ им.Арстанова,/profile:786/ssh-imarstanova/?from=bilim&place=list,"Таласская область, Бакай-Атинский район c.Кен-Арал 722722 ул. Мусаева 6",https://bilim.akipress.org/profile:786/ssh-imarstanova/?from=bilim&place=list,104.7
"СШ им.Артыкбаева, с.Кепер-Арык",/profile:464/ssh-imartykbaeva-skeperaryk/?from=bilim&place=list,"Чуйская область, Московский район c.Кепер-Арык 724624 ул Белек,4",https://bilim.akipress.org/profile:464/ssh-imartykbaeva-skeperaryk/?from=bilim&place=list,100.6
СШ им.Асаналиева,/profile:1044/ssh-imasanalieva/?from=bilim&place=list,"Ыссык-Кульская область, Ак-Суйский район c.Уч-Кайнар 722218,ул.Асаналиева № 1",https://bilim.akipress.org/profile:1044/ssh-imasanalieva/?from=bilim&place=list,112.5
СШ им.Асанбаева,/profile:1059/ssh-imasanbaeva/?from=bilim&place=list,"Ыссык-Кульская область, Ак-Суйский район ПГТЖыргалан 722386",https://bilim.akipress.org/profile:1059/ssh-imasanbaeva/?from=bilim&place=list,110.2
СШ им.Аскер у.Нурлан c. Орто-Суу,/profile:562/ssh-imasker-unurlan-c-ortosuu/?from=bilim&place=list,"Чуйская область, Жайылский район c.Орто-Суу 724417 ул.Сенирбаева 129",https://bilim.akipress.org/profile:562/ssh-imasker-unurlan-c-ortosuu/?from=bilim&place=list,нет
СШ им.Ашубаева,/profile:1043/ssh-imashubaeva/?from=bilim&place=list,"Ыссык-Кульская область, Ак-Суйский район c.Октябрьское 721812    Ул.Кожокматова -52",https://bilim.akipress.org/profile:1043/ssh-imashubaeva/?from=bilim&place=list,119.9
СШ им.Ашымова,/profile:1016/ssh-imashymova/?from=bilim&place=list,"Ыссык-Кульская область, Тюпский район c.Арал 72 23 43 ул. К.Кенжебаева 19",https://bilim.akipress.org/profile:1016/ssh-imashymova/?from=bilim&place=list,103.6
СШ им.Б Тешебаева,/profile:1683/ssh-imb-teshebaeva/?from=bilim&place=list,"Ошская область, Узгенский район c.Заргер 723603 с.Аюу",https://bilim.akipress.org/profile:1683/ssh-imb-teshebaeva/?from=bilim&place=list,108
СШ им.Б.Абдиева,/profile:1788/ssh-imbabdieva/?from=bilim&place=list,"Ошская область, Ноокатский район c.Учбай 715331 с.Кыркол",https://bilim.akipress.org/profile:1788/ssh-imbabdieva/?from=bilim&place=list,98.7
СШ им.Б.Абдрахманова,/profile:2006/ssh-imbabdrahmanova/?from=bilim&place=list,"Ошская область, Карасууский район c.Жаны-Арык 723300 с. Правда",https://bilim.akipress.org/profile:2006/ssh-imbabdrahmanova/?from=bilim&place=list,нет
СШ им.Б.Азизова,/profile:1977/ssh-imbazizova/?from=bilim&place=list,"Ошская область, Карасууский район c.Мады 715364 с.Каарман",https://bilim.akipress.org/profile:1977/ssh-imbazizova/?from=bilim&place=list,110.7
СШ им.Б.Айтпаева,/profile:760/ssh-imbaitpaeva/?from=bilim&place=list,"Таласская область, Кара-Бууринский район c.Бейшеке 722717, ул. Айтпаева 34",https://bilim.akipress.org/profile:760/ssh-imbaitpaeva/?from=bilim&place=list,95.2
СШ им.Б.Акматова,/profile:2034/ssh-imbakmatova/?from=bilim&place=list,"Баткенская область, Баткенский район c.Суу-Башы ________",https://bilim.akipress.org/profile:2034/ssh-imbakmatova/?from=bilim&place=list,нет
СШ им.Б.Алыкулова,/profile:376/ssh-imbalykulova/?from=bilim&place=list,"Джалал-Абадская область  , Сузакский район c.Барпы 777777",https://bilim.akipress.org/profile:376/ssh-imbalykulova/?from=bilim&place=list,нет
СШ им.Б.Амиракулова,/profile:1827/ssh-imbamirakulova/?from=bilim&place=list,"Ошская область, Кара-Кулджинский район c.Ак-Кыя 715539 с.Ак-Кыя",https://bilim.akipress.org/profile:1827/ssh-imbamirakulova/?from=bilim&place=list,125.8
СШ им.Б.Асранкулова,/profile:1630/ssh-imbasrankulova/?from=bilim&place=list,"Ошская область, Узгенский район c.Кароол 723624 с.Мырзарык",https://bilim.akipress.org/profile:1630/ssh-imbasrankulova/?from=bilim&place=list,98.5
СШ им.Б.Атишева,/profile:1793/ssh-imbatisheva/?from=bilim&place=list,"Ошская область, Ноокатский район c.Учбай 715331 с.Кыркол",https://bilim.akipress.org/profile:1793/ssh-imbatisheva/?from=bilim&place=list,95.9
СШ им.Б.Бегиева,/profile:20/ssh-imbbegieva/?from=bilim&place=list,"Ошская область, Кара-Кулджинский район c.Кара-Кульджа нет",https://bilim.akipress.org/profile:20/ssh-imbbegieva/?from=bilim&place=list,нет
СШ им.Б.Бекжанова,/profile:73/ssh-imbbekzhanova/?from=bilim&place=list,"Нарынская область, Нарынский район  нет",https://bilim.akipress.org/profile:73/ssh-imbbekzhanova/?from=bilim&place=list,нет
СШ им.Б.Жэналиева,/profile:2036/ssh-imbzhenalieva/?from=bilim&place=list,"Ошская область, Араванский район c.Туя-Моюн 715324 ул.  Жеке-Мисте",https://bilim.akipress.org/profile:2036/ssh-imbzhenalieva/?from=bilim&place=list,108.2
СШ им.Б.Исаева,/profile:1855/ssh-imbisaeva/?from=bilim&place=list,"Ошская область, Кара-Кулджинский район c.Чалма 715536 с.Чалма ул.Кадыралиева 14",https://bilim.akipress.org/profile:1855/ssh-imbisaeva/?from=bilim&place=list,92.9
СШ им.Б.Исмаилова,/profile:1112/ssh-imbismailova/?from=bilim&place=list,"Ыссык-Кульская область, Джети-Огузский район c.Джеле-Дебе 722410,   ул.Бекева1",https://bilim.akipress.org/profile:1112/ssh-imbismailova/?from=bilim&place=list,105.1
СШ им.Б.Календерова,/profile:992/ssh-imbkalenderova/?from=bilim&place=list,"Нарынская область, Ак-Талинский район c.Жерге-Тал ул. Турдакун №31 722654",https://bilim.akipress.org/profile:992/ssh-imbkalenderova/?from=bilim&place=list,110.9
СШ им.Б.Калымбетова,/profile:1328/ssh-imbkalymbetova/?from=bilim&place=list,"Джалал-Абадская область  , Сузакский район c.Кызыл-Туу 715653",https://bilim.akipress.org/profile:1328/ssh-imbkalymbetova/?from=bilim&place=list,93.5
СШ им.Б.Камбарова,/profile:1321/ssh-imbkambarova/?from=bilim&place=list,"Джалал-Абадская область  , Сузакский район c.Кыз-Кель 715652",https://bilim.akipress.org/profile:1321/ssh-imbkambarova/?from=bilim&place=list,111.3
СШ им.Б.Келдибаева,/profile:1682/ssh-imbkeldibaeva/?from=bilim&place=list,"Ошская область, Узгенский район c.Заргер 723603 с.Кутурган",https://bilim.akipress.org/profile:1682/ssh-imbkeldibaeva/?from=bilim&place=list,нет
СШ им.Б.Кожоналиевой,/profile:331/ssh-imbkozhonalievoi/?from=bilim&place=list,"Нарынская область, Жумгальский район c.Арал с.Арал 722701",https://bilim.akipress.org/profile:331/ssh-imbkozhonalievoi/?from=bilim&place=list,104.6
СШ им.Б.Мамбетова,/profile:66/ssh-imbmambetova/?from=bilim&place=list,"Ыссык-Кульская область, Тонский район c.Терт-Куль ул.Абдрашит",https://bilim.akipress.org/profile:66/ssh-imbmambetova/?from=bilim&place=list,нет
СШ им.Б.Матаипова ( Алашан),/profile:1755/ssh-imbmataipova-alashan/?from=bilim&place=list,"Ошская область, Ноокатский район c.Кек-Джар 715340 с.Алашан ул.Орозбекова 44",https://bilim.akipress.org/profile:1755/ssh-imbmataipova-alashan/?from=bilim&place=list,103.6
СШ им.Б.Монолова,/profile:1646/ssh-imbmonolova/?from=bilim&place=list,"Ошская область, Узгенский район c.Алтын-Булак 723607 с.Кандава",https://bilim.akipress.org/profile:1646/ssh-imbmonolova/?from=bilim&place=list,113.1
СШ им.Б.Мырзабаева,/profile:751/ssh-imbmyrzabaeva/?from=bilim&place=list,"Таласская область, Кара-Бууринский район c.Чымгент 722708",https://bilim.akipress.org/profile:751/ssh-imbmyrzabaeva/?from=bilim&place=list,92.3
СШ им.Б.Мэргенова,/profile:2041/ssh-imbmergenova/?from=bilim&place=list,"Баткенская область, Баткенский район c.Суу-Башы с. Кара-Токой",https://bilim.akipress.org/profile:2041/ssh-imbmergenova/?from=bilim&place=list,101.3
СШ им.Б.Нарматова,/profile:1969/ssh-imbnarmatova/?from=bilim&place=list,"Баткенская область, Баткенский район c.Кара-Бак ________",https://bilim.akipress.org/profile:1969/ssh-imbnarmatova/?from=bilim&place=list,104.9
СШ им.Б.Нуралиева,/profile:1984/ssh-imbnuralieva/?from=bilim&place=list,"Баткенская область, Баткенский район c.Тор-Гул ________",https://bilim.akipress.org/profile:1984/ssh-imbnuralieva/?from=bilim&place=list,105.5
СШ им.Б.Осмонова,/profile:1741/ssh-imbosmonova/?from=bilim&place=list,"Ошская область, Ноокатский район c.Тоолос 715349 с.Торутай",https://bilim.akipress.org/profile:1741/ssh-imbosmonova/?from=bilim&place=list,106.8
СШ им.Б.Саттаркулова,/profile:831/ssh-imbsattarkulova/?from=bilim&place=list,"Баткенская область, Лейлекский район c.Андарак _________",https://bilim.akipress.org/profile:831/ssh-imbsattarkulova/?from=bilim&place=list,нет
СШ им.Б.Укуева,/profile:1151/ssh-imbukueva/?from=bilim&place=list,"Ыссык-Кульская область, Джети-Огузский район c.Джениш 722431 _ ул.  Байгазы 15",https://bilim.akipress.org/profile:1151/ssh-imbukueva/?from=bilim&place=list,107.5
СШ им.Б.Усманова,/profile:1628/ssh-imbusmanova/?from=bilim&place=list,"Ошская область, Узгенский район c.Куршаб 723613 с.Куршаб",https://bilim.akipress.org/profile:1628/ssh-imbusmanova/?from=bilim&place=list,нет
СШ им.Б.Ходжаева,/profile:2000/ssh-imbhodzhaeva/?from=bilim&place=list,"Баткенская область, Баткенский район c.Ак-Сай ________",https://bilim.akipress.org/profile:2000/ssh-imbhodzhaeva/?from=bilim&place=list,90.4
СШ им.Б.Эралиева,/profile:818/ssh-imberalieva/?from=bilim&place=list,"Баткенская область, Лейлекский район c.Лейлек _________",https://bilim.akipress.org/profile:818/ssh-imberalieva/?from=bilim&place=list,нет
СШ им.Б.Эркинбаева,/profile:1851/ssh-imberkinbaeva/?from=bilim&place=list,"Ошская область, Кара-Кулджинский район c.Сары-Булак 715535 с.Кара-Булак",https://bilim.akipress.org/profile:1851/ssh-imberkinbaeva/?from=bilim&place=list,102.5
СШ им.Б.Эшмамбетова,/profile:1828/ssh-imbeshmambetova/?from=bilim&place=list,"Ошская область, Кара-Кулджинский район c.Кара-Кульджа 715547 с.Кара-Кульджа ул. Жээнбек у. Т.19",https://bilim.akipress.org/profile:1828/ssh-imbeshmambetova/?from=bilim&place=list,113.3
СШ им.Бабура,/profile:851/ssh-imbabura/?from=bilim&place=list,"Баткенская область, Лейлекский район c.Бешкент _________",https://bilim.akipress.org/profile:851/ssh-imbabura/?from=bilim&place=list,нет
СШ им.Бабура,/profile:1147/ssh-imbabura/?from=bilim&place=list,"Баткенская область, Кадамжайский район c.Кара-Добо _________",https://bilim.akipress.org/profile:1147/ssh-imbabura/?from=bilim&place=list,100.1
СШ им.Бабура,/profile:2026/ssh-imbabura/?from=bilim&place=list,"Ошская область, Карасууский район г.г.Карасу 715500 ул.Ленина",https://bilim.akipress.org/profile:2026/ssh-imbabura/?from=bilim&place=list,нет
СШ им.Багыш,/profile:1358/ssh-imbagysh/?from=bilim&place=list,"Джалал-Абадская область  , Сузакский район c.Багыш 721303",https://bilim.akipress.org/profile:1358/ssh-imbagysh/?from=bilim&place=list,нет
"СШ им.Бажана,            с. Садовое",/profile:478/ssh-imbazhana-s-sadovoe/?from=bilim&place=list,"Чуйская область, Московский район c.Садовое 724619 ул. Шевченко,29",https://bilim.akipress.org/profile:478/ssh-imbazhana-s-sadovoe/?from=bilim&place=list,78
СШ им.Байдоолотова,/profile:197/ssh-imbaidoolotova/?from=bilim&place=list,"Джалал-Абадская область  , Чаткальский район c.Каныш-Кыя ",https://bilim.akipress.org/profile:197/ssh-imbaidoolotova/?from=bilim&place=list,104.6
СШ им.Баймырзаева,/profile:192/ssh-imbaimyrzaeva/?from=bilim&place=list,"Джалал-Абадская область  , Чаткальский район c.Жер-Капчыгай ",https://bilim.akipress.org/profile:192/ssh-imbaimyrzaeva/?from=bilim&place=list,103.1
СШ им.Байсалбековой с.Исмаил,/profile:436/ssh-imbaisalbekovoi-sismail/?from=bilim&place=list,"Чуйская область, Сокулукский район c.Кызыл-Туу 724813, Билал 35",https://bilim.akipress.org/profile:436/ssh-imbaisalbekovoi-sismail/?from=bilim&place=list,96.9
СШ им.Байсалова,/profile:213/ssh-imbaisalova/?from=bilim&place=list,"Нарынская область, Нарынский район c.Мин-Булак Асан уулу Жекшебай № 14",https://bilim.akipress.org/profile:213/ssh-imbaisalova/?from=bilim&place=list,119.4
СШ им.Байымбета,/profile:981/ssh-imbaiymbeta/?from=bilim&place=list,"Нарынская область, Ак-Талинский район c.Джаны-Талап 722505  ул. Ынтымак  №25",https://bilim.akipress.org/profile:981/ssh-imbaiymbeta/?from=bilim&place=list,111.9
СШ им.Байыша,/profile:1811/ssh-imbaiysha/?from=bilim&place=list,"Ошская область, Ноокатский район c.Исанов 715386 с.Байыш",https://bilim.akipress.org/profile:1811/ssh-imbaiysha/?from=bilim&place=list,нет
"СШ им.Бакирова, с.Темен-Суу",/profile:467/ssh-imbakirova-stemensuu/?from=bilim&place=list,"Чуйская область, Московский район c.Темен-Суу 724622 ул. Маркса",https://bilim.akipress.org/profile:467/ssh-imbakirova-stemensuu/?from=bilim&place=list,нет
СШ им.Бакмал,/profile:1655/ssh-imbakmal/?from=bilim&place=list,"Ошская область, Узгенский район c.Дон-Булак 723623 с.Бахмал",https://bilim.akipress.org/profile:1655/ssh-imbakmal/?from=bilim&place=list,нет
СШ им.Бактиярова,/profile:1028/ssh-imbaktiyarova/?from=bilim&place=list,"Ыссык-Кульская область, Тюпский район c.Кичи-Орюктю 722460",https://bilim.akipress.org/profile:1028/ssh-imbaktiyarova/?from=bilim&place=list,77
СШ им.Бапыгулова,/profile:1938/ssh-imbapygulova/?from=bilim&place=list,"Ошская область, Карасууский район c.Чайчи 715517 с.Коргон",https://bilim.akipress.org/profile:1938/ssh-imbapygulova/?from=bilim&place=list,нет
СШ им.Барктабаса,/profile:1491/ssh-imbarktabasa/?from=bilim&place=list,"Джалал-Абадская область  , Тогуз-Тороуский район c.Атай 721502 Атай",https://bilim.akipress.org/profile:1491/ssh-imbarktabasa/?from=bilim&place=list,117.6
СШ им.Батырбаева,/profile:1021/ssh-imbatyrbaeva/?from=bilim&place=list,"Ыссык-Кульская область, Тюпский район c.Ичке-Суу 722336 ул. Ленина №38",https://bilim.akipress.org/profile:1021/ssh-imbatyrbaeva/?from=bilim&place=list,нет
СШ им.Батырбашиева,/profile:790/ssh-imbatyrbashieva/?from=bilim&place=list,"Таласская область, Бакай-Атинский район c.Мин-Булак 722727 ул. Жаныбекова Курманбек 44",https://bilim.akipress.org/profile:790/ssh-imbatyrbashieva/?from=bilim&place=list,109.3
СШ им.Бейше,/profile:1492/ssh-imbeishe/?from=bilim&place=list,"Джалал-Абадская область  , Тогуз-Тороуский район c.Арал 721501 с.Арал",https://bilim.akipress.org/profile:1492/ssh-imbeishe/?from=bilim&place=list,110.1
СШ им.Бейшеналы с.Асылбаш,/profile:435/ssh-imbeishenaly-sasylbash/?from=bilim&place=list,"Чуйская область, Сокулукский район c.Асылбаш 722118, Ноорузбай 28",https://bilim.akipress.org/profile:435/ssh-imbeishenaly-sasylbash/?from=bilim&place=list,108.8
СШ им.Бейшенова,/profile:1052/ssh-imbeishenova/?from=bilim&place=list,"Ыссык-Кульская область, Ак-Суйский район c.Джылдыз 722356  ул.Акмата  № 25",https://bilim.akipress.org/profile:1052/ssh-imbeishenova/?from=bilim&place=list,101.6
СШ им.Бекенова,/profile:2059/ssh-imbekenova/?from=bilim&place=list,"Ошская область, Араванский район c.Керме-Тоо 715328 ул. Жаны-Жол",https://bilim.akipress.org/profile:2059/ssh-imbekenova/?from=bilim&place=list,114.7
СШ им.Бекиева,/profile:1737/ssh-imbekieva/?from=bilim&place=list,"Ошская область, Ноокатский район c.Кулатов 715346 с.Кулатов ул Кулатова",https://bilim.akipress.org/profile:1737/ssh-imbekieva/?from=bilim&place=list,104.6
СШ им.Бекмуратова,/profile:1981/ssh-imbekmuratova/?from=bilim&place=list,"Ошская область, Карасууский район c.Сары-Колот 715514 с.Тынчтык",https://bilim.akipress.org/profile:1981/ssh-imbekmuratova/?from=bilim&place=list,нет
СШ им.Бердибекова,/profile:1953/ssh-imberdibekova/?from=bilim&place=list,"Ошская область, Карасууский район c.Жоош 715510 с.Мамажан",https://bilim.akipress.org/profile:1953/ssh-imberdibekova/?from=bilim&place=list,нет
"СШ им.Бердигула, с.Тюлек",/profile:469/ssh-imberdigula-styulek/?from=bilim&place=list,"Чуйская область, Московский район c.Телек 724623 ул. Школьная,11",https://bilim.akipress.org/profile:469/ssh-imberdigula-styulek/?from=bilim&place=list,102.1
СШ им.Беш-Буркана,/profile:1730/ssh-imbeshburkana/?from=bilim&place=list,"Ошская область, Ноокатский район c.Кулатов 715345 с.Беш-Буркан",https://bilim.akipress.org/profile:1730/ssh-imbeshburkana/?from=bilim&place=list,106.8
СШ им.Бирдик,/profile:1493/ssh-imbirdik/?from=bilim&place=list,"Джалал-Абадская область  , Тогуз-Тороуский район c.Бирдик 721501 Кок-Ирим",https://bilim.akipress.org/profile:1493/ssh-imbirdik/?from=bilim&place=list,94.5
СШ им.Биримкула с.Асылбаш,/profile:434/ssh-imbirimkula-sasylbash/?from=bilim&place=list,"Чуйская область, Сокулукский район c.Асылбаш 724803, Иманкул 124",https://bilim.akipress.org/profile:434/ssh-imbirimkula-sasylbash/?from=bilim&place=list,154.3
СШ им.Бирлик,/profile:2095/ssh-imbirlik/?from=bilim&place=list,"Ошская область, Араванский район c.С.Юсупова 715320 ул.М.Султанова 37",https://bilim.akipress.org/profile:2095/ssh-imbirlik/?from=bilim&place=list,нет
СШ им.Бодоно,/profile:1940/ssh-imbodono/?from=bilim&place=list,"Ошская область, Карасууский район c.Папан 715350 с.Бодоно",https://bilim.akipress.org/profile:1940/ssh-imbodono/?from=bilim&place=list,нет
СШ им.Бокомбаева,/profile:253/ssh-imbokombaeva/?from=bilim&place=list,"Ыссык-Кульская область, Тонский район c.Боконбаево ул.Ашакан",https://bilim.akipress.org/profile:253/ssh-imbokombaeva/?from=bilim&place=list,105.9
СШ им.Боконбаева,/profile:1952/ssh-imbokonbaeva/?from=bilim&place=list,"Ошская область, Карасууский район c.Жоош 715510 с.Кызыл-Кошчу",https://bilim.akipress.org/profile:1952/ssh-imbokonbaeva/?from=bilim&place=list,96.4
СШ им.Боконбаева,/profile:1739/ssh-imbokonbaeva/?from=bilim&place=list,"Ошская область, Ноокатский район c.Кулатов 715346 с.Кожо-Арык",https://bilim.akipress.org/profile:1739/ssh-imbokonbaeva/?from=bilim&place=list,99.4
СШ им.Боронбаева,/profile:830/ssh-imboronbaeva/?from=bilim&place=list,"Баткенская область, Лейлекский район c.Андарак _________",https://bilim.akipress.org/profile:830/ssh-imboronbaeva/?from=bilim&place=list,нет
СШ им.Бөрүбаева,/profile:708/ssh-imborubaeva/?from=bilim&place=list,"Таласская область, Таласский район c.Кара-ой 724114 ул. Дубашева 1",https://bilim.akipress.org/profile:708/ssh-imborubaeva/?from=bilim&place=list,98.1
СШ им.В.И.Ленина,/profile:728/ssh-imvilenina/?from=bilim&place=list,"Баткенская область, г.Баткен г.Баткен Баткенская область город Баткен улица Мурата Салихова №10",https://bilim.akipress.org/profile:728/ssh-imvilenina/?from=bilim&place=list,102.2
СШ им.В.И.Ленина,/profile:2028/ssh-imvilenina/?from=bilim&place=list,"Ошская область, Карасууский район г.г.Карасу 715500 ул.Кушбакова 8",https://bilim.akipress.org/profile:2028/ssh-imvilenina/?from=bilim&place=list,нет
СШ им.Ванахуна,/profile:516/ssh-imvanahuna/?from=bilim&place=list,"Чуйская область, Ысыкатинский район c.Милянфан 725021 ул.Пионерская 1",https://bilim.akipress.org/profile:516/ssh-imvanahuna/?from=bilim&place=list,89.9
СШ им.Г.Бакиева,/profile:1277/ssh-imgbakieva/?from=bilim&place=list,"Джалал-Абадская область  , Сузакский район c.Ырыс 715665",https://bilim.akipress.org/profile:1277/ssh-imgbakieva/?from=bilim&place=list,99.6
СШ им.Г.Гуляма,/profile:1301/ssh-imggulyama/?from=bilim&place=list,"Джалал-Абадская область  , Сузакский район c.Сузак 715650",https://bilim.akipress.org/profile:1301/ssh-imggulyama/?from=bilim&place=list,128.6
СШ им.Г.Гуляма,/profile:1717/ssh-imggulyama/?from=bilim&place=list,"Ошская область, Ноокатский район c.Гюльстан 715330с.Гулистан ул.Таджик-Кишлак",https://bilim.akipress.org/profile:1717/ssh-imggulyama/?from=bilim&place=list,нет
СШ им.Г.Малаева,/profile:737/ssh-imgmalaeva/?from=bilim&place=list,"Таласская область, Манасский район c.Уч-Коргон 722004   ул. Шарип аке №  70",https://bilim.akipress.org/profile:737/ssh-imgmalaeva/?from=bilim&place=list,107.3
СШ им.Г.Нарбаева,/profile:2096/ssh-imgnarbaeva/?from=bilim&place=list,"Ошская область, Араванский район c.С.Юсупова 715320 уч. Каррак",https://bilim.akipress.org/profile:2096/ssh-imgnarbaeva/?from=bilim&place=list,нет
СШ им.Гагарина,/profile:1310/ssh-imgagarina/?from=bilim&place=list,"Джалал-Абадская область  , Сузакский район c.Ленинское 715661",https://bilim.akipress.org/profile:1310/ssh-imgagarina/?from=bilim&place=list,115.2
СШ им.Гагарина,/profile:1911/ssh-imgagarina/?from=bilim&place=list,"Ошская область, Карасууский район c.Кашгар-Кыштак 715514 ул.Мадынская",https://bilim.akipress.org/profile:1911/ssh-imgagarina/?from=bilim&place=list,102.9
